name,site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date,slug
SE/026,"Laisterdyke Lane, Laisterdyke",,,2018-11-01,,1.99,90,73,"Cleared, enclosed and tipped land where a number of planning enquiries relating to bringing the site forward have been made. An application is expected in the near future",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWSV1DHK7000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500620FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.717121 53.792281),SE/026,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418644.4,432843.1,418839.15,433009.35,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-026
SE/030,"Landscove Avenue, Holmewood",,,2018-11-01,,0.62,28,23,Cleared site. The site is available for redevelopment,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IJVAYODHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302015REG&activeTab=summary,not permissioned,,POINT(-1.700855 53.772222),SE/030,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419754.83,430634.6,419864.2,430744.8,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-030
SE/033,"Land at Muirhead Fold, Holmewood",,,2018-11-01,,0.6,27,22,Level site which offers good potential for redevelopment subject to planning approval,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502736PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9503278FUL&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,,POINT(-1.708087 53.773006),SE/033,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419282.6,430706.05,419390.77,430840.9,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-033
SE/037,"Cordingley Street, Holmewood",,,2018-11-01,,0.87,39,32,"Level vacant Land, partly used for storage and disused 3 storey building.",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KW6NZADHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OCBIGUDH0IL00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.70883 53.769125),SE/037,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419228.5,430305.9,419338.55,430399.65,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-037
SE/089,"Tennis Avenue, Holmewood",yes,,2018-11-01,,0.23,0,0,,local-authority-eng:BRD,not owned by a public authority,2018-02-01,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607975OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0302016OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.711925 53.769406),SE/089,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419062.75,430343.9998,419104.6,430415.3998,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-089
SE/102,"Grayswood Drive, Holmewood",,,2018-11-01,,0.41,19,15,Former developed site surrounded by residential development. The site is identified within the Holmewood & Tong Neighbourhood Development Plan.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9402866REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301944PN&activeTab=summary|https://planning.bradford.gov.uk/,not permissioned,,POINT(-1.715232 53.778598),SE/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418798.87,431361.55,418922.5654,431438.6575,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-102
SE/114,"Somerton Drive, Holmewood",,,2018-11-01,,0.27,11,8,Unused land formerly site of flats,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9601182REG&activeTab=summary,not permissioned,,POINT(-1.712294 53.772095),SE/114,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419023.18,430644.82,419089.54,430708.06,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-114
SE/118,"Kaycell Street, Bierley",,,2018-11-01,,0.47,21,18,Unused land off unmade residential road. The site is currently allocated for employment use in the RUDP but is considered suitable for residential,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IXAMOUDHM9000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900731FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.730265 53.771282),SE/118,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417824.5666,430533.9744,417915.6797,430638.8494,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SE-118
SE/140,"Coop Place, West Bowling",,,2018-11-01,,0.31,12,9,Site which had outline planning permission which has since expired. The owners intentions are not currently known.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J58CASDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607135OUT&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.738424 53.768314),SE/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417298.6138,430214.2,417382.4253,430285.58,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-140
SE/142,"Flockton Road, East Bowling",yes,,2018-11-01,,0.63,0,0,"Site with detailed planning permission for 30, 2 and 3 bedroomed homes",local-authority-eng:BRD,owned by a public authority,2018-03-23,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901769FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.737813 53.779508),SE/142,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417322.5,431439.968,417427.6,431551.55,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-142
SE/143,"Flockton Road, East Bowling",yes,,2018-11-01,,0.48,0,0,"Site with detailed planning permission for 1, 2 and 3 bedroomed homes",local-authority-eng:BRD,owned by a public authority,2018-01-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005334REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L957B2DH0B300&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.736464 53.778246),SE/143,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417418.8,431303.4,417509.0477,431408.2976,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-143
SE/175,"New Augustus House and Trust House, Filey Street, City Centre",yes,,2018-11-01,,0.86,0,0,prior notifaction plans submitted for conversion to 100 units- acceptabel under permitted development rights,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403856FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLD48MDH02F00&activeTab=summary|https://planning.bradford.gov,permissioned,other,POINT(-1.744634 53.791228),SE/175,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416866.485,432736.36,416964.8478,432874.11,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SE-175
SE/180,64 Tong Street,yes,,2018-11-01,,0.06,0,0,,local-authority-eng:BRD,,2017-11-17,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702337ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSCV28DH0A600&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.722686 53.771903),SE/180,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418351.4,430630.6,418398.95,430675.4,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SE-180
SE/181,"Mead View, Holmewood",yes,,2018-11-01,,0.42,19,16,Site identified for clearance and redevelopment to family homes.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OXM2X5DH01H00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ITPBUFDH6A000&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.712843 53.777133),SE/181,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418983.75,431207.2795,419059.2003,431270.1997,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SE-181
SH/014,East of Victoria Street,,,2018-11-01,,0.36,36,18,Derelict building. The owners current intentions are not known,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806851FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8900713COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.779473 53.835844),SH/014,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414582.6,437715.45,414640.85,437802.23,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SH-014
SH/017,"Lower Holme Mill, Otley Road, Shipley",,,2018-11-01,,0.22,11,9,Remaining land from retail development adjacent to existing residential development. The site is suitable for residential development but the owners current intentions are not known. The site can be developed for at least 9 units,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JESFICDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K4WUGADHC1000&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.768222 53.839158),SH/017,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415319.25,438091.7468,415379.6907,438158.95,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SH-017
SH/042,"Queens Road/Ferncliffe Road, Saltaire",yes,,2018-11-01,,0.93,42,34,Cleared site with expired permission. The site is available,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205646FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9202680REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.793043 53.8345),SH/042,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413642.3468,437555.9683,413793.8581,437648.9325,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SH-042
SH/045,"Wrose Brow Road, Shipley",yes,,2018-11-01,,0.22,0,0,Site with demolition permission and new build,local-authority-eng:BRD,not owned by a public authority,2016-08-15,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I7OSSXDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I28FRYDH12000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,POINT(-1.763257 53.834712),SH/045,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415637.04,437599.0,415741.75,437663.05,27700",2018-11-01,/brownfield-land/local-authority-eng/BRD/SH-045
SH/051,"Leeds Road/Thackley Old Road, Windhill",yes,,2018-11-01,,0.01,0,0,Building with converison permission to 5 apartments,local-authority-eng:BRD,not owned by a public authority,2015-02-22,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500220FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901716COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.765841 53.83501),SH/051,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415497.95,437657.25,415515.84,437674.46,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SH-051
SI/020,"Keighley Road, Silsden",yes,,2018-11-01,,4.51,0,0,Site with permission approved subject to section 106,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEUMZMDHO2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507263OUT&activeTab=summary|https://planning.bradford.gov,pending decision,,POINT(-1.941562 53.908625),SI/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=403759.6,445694.2559,404080.2,446001.4,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SI-020
ST/020,"Former nurses accomodation, north of Airedale hospital",yes,,2018-11-01,,1.4,50,38,Site submitted for consideration by owner as land which is surplus to requirements. The land would be suitable for residential development subject to permissions,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IAGRH0DHJ2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IBWOCYDHL6000&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.964943 53.899154),ST/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=402310.82,444667.21,402539.7892,444827.4,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/ST-020
SW/035A,"Thornton Road/Mumby Street, Girlington",yes,,2018-11-01,,4.37,131,98,Permission for 125 units has expired,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603709DUMMY&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203297COU&activeTab=summary|https://planning.bradford.gov.,not permissioned,,POINT(-1.797731 53.795634),SW/035A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413318.85,433101.8471,413530.1628,433467.2,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-035A
SW/035B,"Thornton Road, Girlington",,,2018-11-01,,2.45,92,75,Remaining part of SW/035. The site is suitable for residential use subject to an acceptable application coming forward,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702988ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZJEDH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.796391 53.796241),SW/035B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413414.4846,433187.1807,413605.375,433500.2498,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-035B
SW/036,"Cottam Avenue, Great Horton",yes,,2018-11-01,,1.33,0,0,Site with permission for 57 units,local-authority-eng:BRD,not owned by a public authority,2017-01-27,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I5XCBLDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J971VHDHV6000&activeTab=summary|https://planning.bradford.,permissioned,reserved matters approval,POINT(-1.775746 53.790835),SW/036,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414782.65,432639.25,414944.95,432844.05,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-036
SW/043,"Little Horton Lane, Little Horton",,,2018-11-01,,1.08,48,40,Level site with rubble surface and some grass. The owners intentions are presently unknown but the site could come forward for residential subject to an acceptable application,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8604443NEW&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KDITJYDHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.765092 53.779564),SW/043,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415504.3652,431431.4942,415645.3675,431546.0988,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-043
SW/047,"Between Clayton Lane and Lister Arms, Little Horton",yes,,2018-11-01,,0.52,117,47,There has been recent developer interest in the site. A high density development would be best suited to the site,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JAH0VMDH7B000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LKPXSDDH0B300&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.757709 53.782984),SW/047,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416011.5,431820.71,416115.8,431920.0,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-047
SW/048,"Junction with Park Road, Manchester Road, Little Horton",yes,,2018-11-01,,0.79,178,71,Revised site with expired permission for large scale apartment development. The neighbouring site has a pending detailed application for 575 apartments. The owner is expected to bring the site forward for development,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I2A7TBDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600516FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.753893 53.787443),SW/048,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416270.49,432293.0216,416344.9,432445.7,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-048
SW/049,"Park Road, Little Horton",yes,,2018-11-01,,1.44,575,575,Application is pending for 575 unit scheme. The site boundary has been revised to the application currently under consideration. Expected site yield from the current application is most realistic,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MIIR4QDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSNQ8NDHLA000&activeTab=summary|https://planning.bradford.,pending decision,,POINT(-1.755387 53.786913),SW/049,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416110.7286,432240.4332,416292.5849,432379.6684,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-049
SW/061A,"Northside Road, Girlington",yes,,2018-11-01,,5.3,0,0,The site has permission for 220 units in outline,local-authority-eng:BRD,not owned by a public authority,2016-03-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704795REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702311NEW&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.785567 53.792858),SW/061A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414058.7303,432864.3937,414399.5,433076.75,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-061A
SW/061B,"Northside Road, Girlington",yes,,2018-11-01,,4.47,168,137,The site was covered by a permission which extended across neighbouring SW/061A but has now expired. The owner is understood to be taking steps to bring the site forward under a new application,local-authority-eng:BRD,not owned by a public authority,2018-03-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203422COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M3P8BUDH0B300&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.789628 53.79264),SW/061B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413824.8,432839.11,414106.64,433045.7,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-061B
SW/064,"Common Road, Low Moor",yes,,2018-11-01,,1.25,45,34,A developer is progressing proposals to bring the site forward and an application is pending on part of the site for 20 units.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100359PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU1YJ3DHM9T00&activeTab=summary|https://planning.bradford.gov.,pending decision,,POINT(-1.771721 53.754428),SW/064,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415049.75,428624.59,415291.0306,428744.5625,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-064
SW/065,"Lingdale Road, Woodside",,,2018-11-01,,0.61,28,23,"The site has no recent planning, but it remains suitable for residential development and is available",local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JXKCDDDH0CH00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLH4GBDHG2R00&activeTab=summary|https://planning.bradford.,not permissioned,,POINT(-1.779946 53.752939),SW/065,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414531.51,428466.1184,414653.55,428611.28,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-065
SW/068,"Legrams Lane/Northside Terrace, Lidget Green",yes,,2018-11-01,,0.46,0,0,Permission granted in 14/3/18 for 20 houses,local-authority-eng:BRD,not owned by a public authority,2018-03-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMLNLEDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704025FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.789292 53.789369),SW/068,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413968.0956,432478.4867,413991.4225,432688.7818,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-068
SW/072,"Manorley Lane, Woodside",yes,,2018-11-01,,0.37,0,0,Site has new permission for 16 apartments and assisted living block of 4 apartments,local-authority-eng:BRD,not owned by a public authority,2017-08-17,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505174OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQB3J3DH0EN00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,POINT(-1.80066 53.756881),SW/072,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413194.87,428922.45,413288.2,428998.73,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-072
SW/074,"Huddersfield Road, Odsal",yes,,2018-11-01,,0.18,0,0,Land with planning permission for 9 units.,local-authority-eng:BRD,not owned by a public authority,2016-04-19,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302725COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501551COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,POINT(-1.763494 53.761727),SW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415651.2921,429485.4079,415716.7256,429548.2876,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-074
SW/075,"Scholemoor Road, Lidget Green",yes,,2018-11-01,,0.14,0,0,Permission for7 units,local-authority-eng:BRD,,2018-06-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEHNPQDHHC000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3FL9ZDH06500&activeTab=summary|https://planning.bradford.,permissioned,outline planning permission,POINT(-1.793061 53.786713),SW/075,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413692.93,432260.3,413793.5,432326.05,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-075
SW/081A,"Pannal Street, Great Horton",yes,,2018-11-01,,0.71,0,0,permission for demolition and re build for 24 large family homes,local-authority-eng:BRD,not owned by a public authority,2016-06-24,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,POINT(-1.78875 53.77719),SW/081A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413967.7751,431172.8724,414071.9,431290.45,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-081A
SW/081B,Land off Great Horton Road,,,2018-11-01,,0.11,11,6,,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,POINT(-1.788923 53.777762),SW/081B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413977.95,431271.2,414036.94,431310.54,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-081B
SW/083,"Paradise Fold, Great Horton",,,2018-11-01,,0.21,8,6,Site which had permission for residential use but this has now expired. The site is suitable for at least 6 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9000377OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3OX62DHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,,POINT(-1.800269 53.782742),SW/083,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413230.1386,431812.2085,413291.15,431870.9868,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-083
SW/085,Legrams Lane/Archibald Street,yes,,2018-11-01,,0.03,0,0,Site with permission after the base date for 8 flats and 4 retail units,local-authority-eng:BRD,not owned by a public authority,2017-05-03,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9100386COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7908191OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,,POINT(-1.77254 53.792606),SW/085,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415069.7825,432931.2118,415093.9749,432959.5239,27700",2017-11-01,/brownfield-land/local-authority-eng/BRD/SW-085
