site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Little Horton Lane, Little Horton",,,2018-11-01,,1.08,48,40,Level site with rubble surface and some grass. The owners intentions are presently unknown but the site could come forward for residential subject to an acceptable application,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8604443NEW&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KDITJYDHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/043,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415504.3652,431431.4942,415645.3675,431546.0988,27700",2017-11-01
"Between Clayton Lane and Lister Arms, Little Horton",yes,,2018-11-01,,0.52,117,47,There has been recent developer interest in the site. A high density development would be best suited to the site,local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JAH0VMDH7B000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LKPXSDDH0B300&activeTab=summary|https://planning.bradford.,not permissioned,,SW/047,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416011.5,431820.71,416115.8,431920.0,27700",2017-11-01
"Junction with Park Road, Manchester Road, Little Horton",yes,,2018-11-01,,0.79,178,71,Revised site with expired permission for large scale apartment development. The neighbouring site has a pending detailed application for 575 apartments. The owner is expected to bring the site forward for development,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I2A7TBDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600516FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/048,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416270.49,432293.0216,416344.9,432445.7,27700",2017-11-01
"Park Road, Little Horton",yes,,2018-11-01,,1.44,575,575,Application is pending for 575 unit scheme. The site boundary has been revised to the application currently under consideration. Expected site yield from the current application is most realistic,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MIIR4QDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OSNQ8NDHLA000&activeTab=summary|https://planning.bradford.,pending decision,,SW/049,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416110.7286,432240.4332,416292.5849,432379.6684,27700",2017-11-01
"Northside Road, Girlington",yes,,2018-11-01,,5.3,0,0,The site has permission for 220 units in outline,local-authority-eng:BRD,not owned by a public authority,2016-03-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704795REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702311NEW&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,SW/061A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414058.7303,432864.3937,414399.5,433076.75,27700",2017-11-01
"Northside Road, Girlington",yes,,2018-11-01,,4.47,168,137,The site was covered by a permission which extended across neighbouring SW/061A but has now expired. The owner is understood to be taking steps to bring the site forward under a new application,local-authority-eng:BRD,not owned by a public authority,2018-03-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203422COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M3P8BUDH0B300&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/061B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413824.8,432839.11,414106.64,433045.7,27700",2017-11-01
"Common Road, Low Moor",yes,,2018-11-01,,1.25,45,34,A developer is progressing proposals to bring the site forward and an application is pending on part of the site for 20 units.,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100359PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU1YJ3DHM9T00&activeTab=summary|https://planning.bradford.gov.,pending decision,,SW/064,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415049.75,428624.59,415291.0306,428744.5625,27700",2017-11-01
"Lingdale Road, Woodside",,,2018-11-01,,0.61,28,23,"The site has no recent planning, but it remains suitable for residential development and is available",local-authority-eng:BRD,owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JXKCDDDH0CH00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OLH4GBDHG2R00&activeTab=summary|https://planning.bradford.,not permissioned,,SW/065,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414531.51,428466.1184,414653.55,428611.28,27700",2017-11-01
"Legrams Lane/Northside Terrace, Lidget Green",yes,,2018-11-01,,0.46,0,0,Permission granted in 14/3/18 for 20 houses,local-authority-eng:BRD,not owned by a public authority,2018-03-14,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JMLNLEDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7704025FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/068,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413968.0956,432478.4867,413991.4225,432688.7818,27700",2017-11-01
"Manorley Lane, Woodside",yes,,2018-11-01,,0.37,0,0,Site has new permission for 16 apartments and assisted living block of 4 apartments,local-authority-eng:BRD,not owned by a public authority,2017-08-17,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505174OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQB3J3DH0EN00&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/072,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413194.87,428922.45,413288.2,428998.73,27700",2017-11-01
"Huddersfield Road, Odsal",yes,,2018-11-01,,0.18,0,0,Land with planning permission for 9 units.,local-authority-eng:BRD,not owned by a public authority,2016-04-19,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302725COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501551COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,SW/074,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415651.2921,429485.4079,415716.7256,429548.2876,27700",2017-11-01
"Scholemoor Road, Lidget Green",yes,,2018-11-01,,0.14,0,0,Permission for7 units,local-authority-eng:BRD,,2018-06-11,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEHNPQDHHC000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3FL9ZDH06500&activeTab=summary|https://planning.bradford.,permissioned,outline planning permission,SW/075,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413692.93,432260.3,413793.5,432326.05,27700",2017-11-01
"Pannal Street, Great Horton",yes,,2018-11-01,,0.71,0,0,permission for demolition and re build for 24 large family homes,local-authority-eng:BRD,not owned by a public authority,2016-06-24,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,full planning permission,SW/081A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413967.7751,431172.8724,414071.9,431290.45,27700",2017-11-01
Land off Great Horton Road,,,2018-11-01,,0.11,11,6,,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7400443FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702828FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,SW/081B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413977.95,431271.2,414036.94,431310.54,27700",2017-11-01
"Paradise Fold, Great Horton",,,2018-11-01,,0.21,8,6,Site which had permission for residential use but this has now expired. The site is suitable for at least 6 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9000377OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3OX62DHFH000&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/083,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413230.1386,431812.2085,413291.15,431870.9868,27700",2017-11-01
Legrams Lane/Archibald Street,yes,,2018-11-01,,0.03,0,0,Site with permission after the base date for 8 flats and 4 retail units,local-authority-eng:BRD,not owned by a public authority,2017-05-03,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9100386COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7908191OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,,SW/085,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415069.7825,432931.2118,415093.9749,432959.5239,27700",2017-11-01
Paternoster Square Great Horton,yes,,2018-11-01,,0.06,0,0,Site with permission for 6 town houses,local-authority-eng:BRD,not owned by a public authority,2016-05-12,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K7DQ61DHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LAA2G9DH0B200&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SW/095,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414289.2,431600.4831,414319.0979,431640.6715,27700",2017-11-01
"Harris Court Mill, Great Horton Road, Great Horton",yes,,2018-11-01,,0.57,129,52,The site/building has received recent development interest and an applcation is expected in the near future,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HVFQKRDHJ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KQBCKGDH02100&activeTab=summary|https://planning.bradford.,not permissioned,,SW/098,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414142.12,431385.65,414253.2462,431508.4,27700",2017-11-01
"Clover Street/Haycliffe Road, Wibsey",,,2018-11-01,,0.22,11,9,The site was suggested by the local community and is only in part use. The owner and their intentions are not known but the site is considered to be developable for at least 9 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J54IJODHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDXJRFDH0B200&activeTab=summary|https://planning.bradford.,not permissioned,,SW/105,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414576.0,431047.09,414671.9283,431104.0,27700",2017-11-01
"Newall Street/Bottomley Street Off Manchester Road, Little Horton",yes,,2018-11-01,,0.81,0,0,Part of the site has a pending application,local-authority-eng:BRD,mixed ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IUDD0SDH6A000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605067FUL&activeTab=summary|https://planning.bradford.gov,pending decision,,SW/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415846.9,431595.4,415967.9,431746.9103,27700",2017-11-01
Land West Of 67 Bradford Road Clayton,yes,,2018-11-01,,0.17,0,0,Site with permission for 4 detached homes and 2 semis,local-authority-eng:BRD,not owned by a public authority,2016-05-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7906764FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NJ02A0DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,outline planning permission,SW/115,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=412824.8,431965.4192,412884.16,432030.85,27700",2017-11-01
"Former Odsal Clinic 55 Odsal Road, Odsal",,,2018-11-01,,0.21,8,6,Building with expired permission. The site could be redeveloped to at least 6 homes,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JDEGG1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9004336FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/119,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415536.6,429898.6,415610.95,429958.7,27700",2017-11-01
"Church Street, Buttershaw",yes,,2018-11-01,,0.13,0,0,Aplication penmding for 10,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J68Y5TDH86000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7804581FUL&activeTab=summary|https://planning.bradford.gov,pending decision,,SW/122,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413439.27,429187.65,413490.41,429244.67,27700",2017-11-01
"Little Horton Lane, Little Horton",yes,,2018-11-01,,0.15,0,0,Site with full permission to demolish medical centre and redevelop the site with 14 family homes,local-authority-eng:BRD,not owned by a public authority,2016-11-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IVK07UDHQ6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8095056FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/130,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415543.3468,431561.67,415582.5236,431657.7,27700",2017-11-01
"Sawrey Place, Little Horton",,,2018-11-01,,0.09,5,5,Site with expired permission for 5 terraced houses. The site can accommodate at least 5 units,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0204150LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1UOZJDHLT000&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/131,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415833.2651,432521.1677,415867.8,432561.95,27700",2017-11-01
"Meadway, Wibsey",yes,,2018-11-01,,0.23,7,6,Site with expired permission. The site is available.,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8300774FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDQ5WMDH0GF00&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/134,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413891.6639,428634.1963,413940.39,428695.1594,27700",2017-11-01
"The Prince of Wales Inn, 244 Bowling Old Lane",yes,,2018-11-01,,0.08,0,0,Site with detailed permission in place for redevelopment to 6 units,local-authority-eng:BRD,not owned by a public authority,2015-05-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OW9TQBDHFSY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0101010FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/140,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416150.87,431310.6,416186.73,431355.43,27700",2017-11-01
"Hastings Street/Broadway Avenue, Little Horton",yes,,2018-11-01,,0.05,0,0,"Site with detailed permission for demolition of church hall and construction of 5, 3 storey dwellings",local-authority-eng:BRD,not owned by a public authority,2016-09-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J2Y8X3DH9T000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRK50TDH0CH00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SW/141,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415528.8,430860.8,415550.6,430904.7,27700",2017-11-01
Faxfleet Street/ Carr Street,yes,,2018-11-01,,0.09,0,0,Land with permission for 6 homes approved on appeal,local-authority-eng:BRD,,2016-10-24,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KYPSCADH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LLQQQLDHC1000&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SW/144,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415707.4354,430498.5,415748.32,430540.0,27700",2018-11-01
"Grafton Street, Little Horton",yes,,2018-11-01,,0.85,0,0,Existing site of high rise flats with permission to redevelop to 46 family homes,local-authority-eng:BRD,owned by a public authority,2017-09-08,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IDJNPGDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0003707REG&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/147,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416064.5449,432229.7461,416188.5197,432404.9263,27700",2017-11-01
Cousen Road,yes,,2018-11-01,,0.45,20,17,Site considered suitable for redevelopment for residential use. The site has recently been for sale,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8106167FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JG0T13DH8O000&activeTab=summary|https://planning.bradford.gov,not permissioned,,SW/148,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414718.55,431542.03,414830.8,431631.75,27700",2018-11-01
"100 Holingwood Lane, Great Horton",yes,,2018-11-01,,0.2,0,0,Site with permission for 5 units,local-authority-eng:BRD,not owned by a public authority,2017-01-05,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M021G3DH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OWZL6TDH02F00&activeTab=summary|https://planning.bradford.,permissioned,full planning permission,SW/149,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413418.56,431738.95,413481.35,431797.45,27700",2018-11-01
"Dovesdale Road,Bankfoot",yes,,2018-11-01,,0.18,0,0,Site with redevelopment permission,local-authority-eng:BRD,not owned by a public authority,2017-11-07,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603955EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9201821FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,outline planning permission,SW/150,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415601.8,430628.8,415663.5,430685.55,27700",2018-11-01
"141 Woodhead Road, Shearbridge",yes,,2018-11-01,,0.06,0,0,Site with redevelopment permission and new build for 8 apartments.,local-authority-eng:BRD,,2017-12-16,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KVXFSUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605385FUL&activeTab=summary|https://planning.bradford.gov,permissioned,full planning permission,SW/151,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414881.779,432580.839,414923.45,432616.519,27700",2018-11-01
"Dole and Prospect Mills, Thornton Road, Thornton",yes,,2018-11-01,,1.21,54,45,Cleared site following fire. The owner intends bringing the site forward for development,local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8093958FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8030318OUT&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,TH/012,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410077.95,432554.6933,410215.6646,432660.4,27700",2017-11-01
"James Street, Thornton",,,2018-11-01,,0.33,16,13,Remaining part of a development site containing land and derlelict mill building. The site remains available. A new application is likely to be necessary,local-authority-eng:BRD,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7507369OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404559FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,,TH/015,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=409626.7121,432884.2102,409699.09,432966.1336,27700",2017-11-01
"Old Road, Thornton",yes,,2018-11-01,,0.29,28,15,"Applications have been submitted to redevelop the site for upto 20 units, but no permission is yet in place.",local-authority-eng:BRD,not owned by a public authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403078OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OZXDU0DH0CY00&activeTab=summary|https://planning.bradford.gov,not permissioned,,TH/018,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=410788.25,432887.58,410836.05,432961.75,27700",2017-11-01
